run_id,zone,box_id,category,slot_id,occupied_by_sample_id,filled_count,capacity,box_status,notes
forced_manual_review_full,output_B,category_B_output_box,Category B,A3,MBOX-011,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,A4,MBOX-015,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,A5,MBOX-020,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,A6,MBOX-024,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,B1,MBOX-028,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,B2,MBOX-032,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,B3,MBOX-036,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,B4,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,B5,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,B6,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,C1,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,C2,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,C3,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,C4,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,C5,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,C6,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,D1,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,D2,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,D3,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,D4,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,D5,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,D6,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,A1,MBOX-003,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,A2,MBOX-008,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,A3,MBOX-012,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,A4,MBOX-016,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,A5,MBOX-021,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,A6,MBOX-025,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,B1,MBOX-029,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,B2,MBOX-033,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,B3,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,B4,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,B5,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,B6,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,C1,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,C2,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,C3,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,C4,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,C5,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,C6,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,D1,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,D2,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,D3,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,D4,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,D5,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_C,category_C_output_box,Category C,D6,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,A1,MBOX-004,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,A2,MBOX-009,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,A3,MBOX-013,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,A4,MBOX-017,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,A5,MBOX-022,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,A6,MBOX-026,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,B1,MBOX-030,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,B2,MBOX-034,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,B3,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,B4,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,B5,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,B6,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,C1,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,C2,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,C3,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,C4,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,C5,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,C6,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,D1,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,D2,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,D3,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,D4,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,D5,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_D,category_D_output_box,Category D,D6,,8,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,manual_review,manual_review_bin,manual_review,A1,MBOX-005,2,2,full,manual review stores true abnormal samples only
forced_manual_review_full,manual_review,manual_review_bin,manual_review,A2,MBOX-019,2,2,full,manual review stores true abnormal samples only
forced_manual_review_full,manual_review,manual_review_bin,manual_review,A3,,2,2,full,manual review stores true abnormal samples only
forced_manual_review_full,manual_review,manual_review_bin,manual_review,B1,,2,2,full,manual review stores true abnormal samples only
forced_manual_review_full,manual_review,manual_review_bin,manual_review,B2,,2,2,full,manual review stores true abnormal samples only
forced_manual_review_full,manual_review,manual_review_bin,manual_review,B3,,2,2,full,manual review stores true abnormal samples only
