scenario_id,task_id,tube_id,time_s,ax_mm_s2,ay_mm_s2,az_mm_s2,motion_type,notes
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,168.841,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,168.861,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,168.881,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,168.901,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,168.921,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,168.941,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,168.961,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,168.981,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.001,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.002,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.002,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.022,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.042,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.062,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.082,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.102,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.122,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.142,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.162,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.182,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.202,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.222,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.242,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.262,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.282,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.302,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.322,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.342,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.362,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.382,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.402,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.422,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.442,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.462,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.482,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.502,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.522,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.542,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.562,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.582,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.602,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.61,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.61,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.63,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.65,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.67,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.69,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.71,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.73,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.75,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.77,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.79,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.81,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.83,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.85,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.87,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.89,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.91,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.93,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.95,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.97,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,169.99,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.01,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.03,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.05,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.07,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.09,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.11,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.11,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.13,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.15,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.17,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.19,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.21,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.23,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.25,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.27,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.29,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.31,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.33,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.35,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.37,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.39,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.41,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.43,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.45,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.47,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.49,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.51,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.53,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.55,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.57,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.59,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.61,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.63,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.65,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.67,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.69,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.71,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-021,TUBE-7B1-021,170.718,0.0,0.0,0.0,z_lift,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.718,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.738,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.758,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.778,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.798,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.818,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.838,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.858,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.878,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.898,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.918,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.938,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.958,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.978,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,170.998,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.018,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.038,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.058,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.078,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.098,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.118,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.138,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.158,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.178,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.198,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.218,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.238,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.258,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.278,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.298,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.318,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.338,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.358,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.378,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.398,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.417,0.0,0.0,0.0,xy_move_at_safe_z,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.417,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.437,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.457,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.477,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.497,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.517,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.537,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.557,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.577,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.597,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.617,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.637,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.657,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.677,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.697,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.717,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.737,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.757,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.777,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.797,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.817,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.837,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.857,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.877,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.897,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.917,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.937,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.942,0.0,0.0,0.0,z_descend,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.942,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.962,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,171.982,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,172.002,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,172.022,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,172.042,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,172.062,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,172.082,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,172.102,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,172.122,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,172.142,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,172.162,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,172.182,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,172.202,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,172.222,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,172.242,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
forced_category_A_full,TASK-7B1-022,TUBE-7B1-022,172.262,0.0,0.0,0.0,gripper_action,Acceleration is steady-state zero in this simplified interpolation model.
