scenario_id,task_id,warning_type,severity,notes
baseline,TASK-7B1-067,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-067,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-067,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-067,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-067,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-067,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-067,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-068,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-068,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-068,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-068,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-068,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-068,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-068,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-068,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-068,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-068,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-068,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-068,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-068,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-069,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-069,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-069,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-069,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-069,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-069,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-069,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-069,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-069,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-069,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-069,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-069,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_warning,WARNING,Z descend occurs only at pick/place/scan target; exact CAD clearance approximate
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,gripper/dwell segment has no sweep envelope in this simplified check
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
baseline,TASK-7B1-069,collision_not_checked_approximate,WARNING,static/sweep relationship is approximate until CAD/Isaac Sim collision model
forced_category_A_full,TASK-7B1-002,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
forced_category_A_full,TASK-7B1-002,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
forced_category_A_full,TASK-7B1-002,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
forced_category_A_full,TASK-7B1-002,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
forced_category_A_full,TASK-7B1-002,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
forced_category_A_full,TASK-7B1-002,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
forced_category_A_full,TASK-7B1-002,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
forced_category_A_full,TASK-7B1-002,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
forced_category_A_full,TASK-7B1-002,workspace_limit_approximate,WARNING,within conservative placeholder workspace; final calibrated soft limits are not yet available
